0	1	0.576289918
0	0	0.195126775
0	0	0.113140433
0	0	0.405697848
0	0	0.218642647
0	0	0.401114405
0	0	0.042370016
0	1	0.540887701
0	0	0.281734588
0	0	0.236343183
0	0	0.183275128
0	0	0.297484642
0	0	0.230034368
0	0	0.291598677
0	1	0.567392004
0	0	0.299351828
0	0	0.147356015
0	0	0.100115573
0	0	0.057173033
1	1	0.555504511
1	1	0.793611064
1	1	0.929096158
0	0	0.403361404
0	0	0.038227666
0	0	0.047366447
0	0	0.408140715
0	0	0.258209642
0	0	0.404532386
0	0	0.169643709
0	0	0.471139794
0	0	0.099021088
0	0	0.432177206
0	0	0.187785568
0	0	0.082625129
0	0	0.171833005
0	0	0.12225857
0	0	0.326113577
1	1	0.864675899
0	0	0.196897592
0	0	0.400183886
0	1	0.576260825
0	0	0.477391456
0	0	0.272492345
0	0	0.174689069
0	0	0.175093064
0	0	0.186888052
1	1	0.949650581
0	0	0.3219311
1	1	0.555913672
1	0	0.357523527
1	1	0.851970017
1	1	0.845410972
1	1	0.866353473
0	0	0.352839437
0	0	0.216589261
1	1	0.596689592
0	0	0.1062955
0	0	0.284550146
1	1	0.889992378
1	1	0.859952024
1	1	0.846445825
1	1	0.95020531
0	0	0.2788981
1	1	0.872011223
0	0	0.194571656
0	0	0.194102069
1	1	0.915068006
1	1	0.637601594
1	1	0.714249014
1	1	0.763610165
0	0	0.083439214
1	1	0.515931955
0	0	0.170197467
0	0	0.452387196
1	1	0.811524894
0	0	0.177826891
1	1	0.914802888
0	0	0.194474115
0	0	0.419084643
1	1	0.540510009
1	1	0.700040795
1	1	0.656598651
0	0	0.337757367
0	1	0.757787994
1	1	0.911826329
0	0	0.167669827
0	0	0.405651453
0	0	0.042921527
1	1	0.647728491
1	0	0.424481149
1	1	0.518388644
0	0	0.309364255
1	0	0.423912687
1	1	0.592538819
0	0	0.189029914
0	0	0.146240445
1	1	0.862266966
1	1	0.979726662
1	1	0.66849269
0	1	0.571838977
0	0	0.172573126
1	1	0.986151093
1	1	0.819164825
1	1	0.739776368
1	1	0.892344419
0	0	0.192209711
1	1	0.562048525
1	1	0.60639974
0	0	0.358420673
1	1	0.699437383
1	1	0.924035305
1	1	0.746902182
1	1	0.633699356
1	1	0.881128981
1	1	0.843462088
1	1	0.806783607
1	1	0.7616927
0	0	0.20094592
0	0	0.211939559
0	0	0.113057252
