1	0.2935362	0.276042366	0.276042366
2	-1.22243	-1.239216059	-1.239216059
3	-0.95190084	-0.542837299	-0.542837299
4	1.5039048	1.20607077	1.20607077
5	0.18643914	0.60081208	0.60081208
6	-0.45132223	-0.454556322	-0.454556322
7	-1.0081816	-0.46337556	-0.46337556
8	1.6182984	1.129441809	1.129441809
9	1.9835948	1.446414796	1.446414796
10	-1.2224287	-1.492682268	-1.492682268
11	1.060864	0.970962693	0.970962693
12	1.5433477	1.301920647	1.301920647
13	-0.08860146	0.04992638	0.04992638
14	0.16817842	0.568641333	0.568641333
15	0.69642895	0.641569958	0.641569958
16	1.2383482	1.045354391	1.045354391
17	-1.2224292	-1.326745158	-1.326745158
18	-0.5460631	-0.155195731	-0.155195731
19	-0.38260987	-0.363189219	-0.363189219
20	0.21241513	0.091636301	0.091636301
21	1.3448443	1.057317597	1.057317597
22	0.56317204	0.870077069	0.870077069
23	-0.04440782	0.491784199	0.491784199
24	1.0352039	1.144562265	1.144562265
25	-0.64615965	-0.617882292	-0.617882292
26	-0.85306334	-0.646122796	-0.646122796
27	-0.1765795	0.006780234	0.006780234
28	0.53800887	0.672651131	0.672651131
29	-0.034472153	0.120281546	0.120281546
30	-1.2224268	-1.316270121	-1.316270121
31	1.7255448	1.234282015	1.234282015
32	1.394071	1.144429775	1.144429775
33	-0.15802874	-0.00639312	-0.00639312
34	0.22440423	0.643137078	0.643137078
35	2.024121	1.378710705	1.378710705
36	0.13238183	0.351353229	0.351353229
37	-0.14024802	0.169388998	0.169388998
38	-1.1953619	-1.388649693	-1.388649693
39	-0.44905367	-0.419217026	-0.419217026
40	-1.2224307	-1.321799931	-1.321799931
41	0.5719909	0.839146066	0.839146066
42	1.6434501	0.995722762	0.995722762
43	1.4830301	1.33042902	1.33042902
44	0.3940267	0.846113255	0.846113255
45	0.66917855	0.660970861	0.660970861
46	0.35829946	0.616335992	0.616335992
47	-1.2224245	-1.448054691	-1.448054691
48	1.4314723	1.076568225	1.076568225
49	-0.052713457	0.235908766	0.235908766
50	-1.2224361	-1.448873246	-1.448873246
51	-0.9518886	-1.136264197	-1.136264197
52	-0.14024445	-0.078914849	-0.078914849
53	-0.051089104	0.328738679	0.328738679
54	-1.2223316	-1.354576665	-1.354576665
55	1.4830325	1.336544994	1.336544994
56	0.2459941	0.720192438	0.720192438
57	1.1502521	0.945394493	0.945394493
58	1.9429532	1.201676127	1.201676127
59	-1.189964	-1.373780976	-1.373780976
60	-0.64260453	-0.230257939	-0.230257939
61	1.0073352	1.075652543	1.075652543
62	-1.2224284	-1.515053943	-1.515053943
63	0.008785407	0.005691309	0.005691309
64	-0.3262157	0.404094976	0.404094976
65	0.7495535	0.881008014	0.881008014
66	0.10866099	0.673415882	0.673415882
67	-0.73544633	-0.74264561	-0.74264561
68	-1.2224283	-1.174792331	-1.174792331
69	-1.2224307	-1.17131218	-1.17131218
70	0.8229046	0.930117472	0.930117472
71	1.4830292	1.307598928	1.307598928
72	0.56316835	0.93461111	0.93461111
73	-0.16188869	-0.051072718	-0.051072718
74	1.2094711	1.213619309	1.213619309
75	-1.2224276	-1.145462946	-1.145462946
76	1.4887414	1.357743779	1.357743779
77	-0.14024848	0.120854673	0.120854673
78	0.34859788	0.557643457	0.557643457
79	-0.61609286	-0.241215629	-0.241215629
80	2.0241165	1.489538044	1.489538044
81	1.0647758	0.729146805	0.729146805
82	1.3477559	1.090246011	1.090246011
83	-0.6813282	-0.591260656	-0.591260656
